subject_id,Second,Fz,Mx,My,CoPx,CoPy
9,48,609.50068171,5.338618790000000,-3.7156609400000000,0.006096262,0.008758922
9,49,609.4791665,7.22213874,-3.9620281400000000,0.006500559,0.011849606
9,50,609.44435504,9.66375833,-4.29878946,0.0070536190000000000,0.015856541
9,51,609.46762683,6.73581549,-4.565652500000000,0.007491231,0.011051903
9,52,609.37740981,8.528526230000000,-4.720762980000000,0.0077468500000000000,0.013995373
9,53,609.47315686,9.61281416,-4.73720845,0.007772665,0.015772306
9,54,609.4718066100000,8.761736,-4.68079174,0.007679956,0.014375929000000000
9,55,609.41705386,8.57992168,-4.7757533,0.007836623000000000,0.014078732
9,56,609.51776935,10.17892164,-4.72090775,0.007745249,0.016699560000000000
9,57,609.46937211,10.84448733,-4.93572991,0.008098332,0.017793049
9,58,609.49851388,10.96896907,-5.01071,0.008221074,0.01799658
9,59,609.47747572,12.589063920000000,-4.65693876,0.007640836,0.020655339
10,0,726.7701932370000,-12.3493122,34.922324950000000,-0.04805111,-0.016990962
10,1,726.91563121,-17.252683804,34.25569721,-0.047124782000000000,-0.023734048
10,2,726.89524827,-17.675711239,32.24769236,-0.044363664,-0.024316826
10,3,726.84217938,-12.736293155,30.131231810000000,-0.041454658000000000,-0.017522073
10,4,726.85474291,-16.44749839,32.25629587,-0.044377928,-0.022628382
10,5,726.80639928,-14.68373077,31.440462330000000,-0.043258303,-0.020202911
10,6,726.8560707,-12.936827688,29.11710054,-0.040058936,-0.017798187
10,7,726.8749625500000,-18.056996900000000,29.00615987,-0.039905288,-0.024842226
10,8,726.87610332,-20.02502893,30.772800183,-0.042335737,-0.027549439
10,9,726.85303718,-18.986790359,34.126884125,-0.046951681,-0.026121853
10,10,726.8455830700000,-16.853099430000000,34.139559570000000,-0.046969457,-0.023186728
10,11,726.87117156,-15.6159825,33.75492114,-0.046438608,-0.021483900000000000
10,12,726.81472717,-14.767658690000000,32.84343733,-0.045188186000000000,-0.020318352
10,13,726.8023081800000,-18.416754502,33.529366540000000,-0.046132789,-0.02533944
10,14,726.89910354,-22.735577379,35.777500260000000,-0.049219396000000000,-0.031277588
10,15,726.8515056700000,-21.24722925,33.002421756000000,-0.045404612,-0.029231833000000000
10,16,726.8258078500000,-21.00799442,33.41801794,-0.04597813,-0.028903809
10,17,726.8730418400000,-18.556215289,34.51782872,-0.047488116,-0.025528724
10,18,726.825284347,-11.44912961,32.00182935,-0.044029052,-0.015750983
10,19,726.77691139,-7.54629846,29.72025373,-0.040893156,-0.010383021
10,20,726.86338623,-12.31940327,32.64472884,-0.04491176,-0.016948693000000000
10,21,726.81466386,-20.234331228,35.80961443,-0.049269403000000000,-0.027839969
10,22,726.8644067600000,-19.706743840000000,36.50825436,-0.050226864000000000,-0.027111235
10,23,726.87350289,-14.31617497,36.83841917,-0.050680661,-0.019695541000000000
10,24,726.79819479,-12.057942280000000,35.82697105,-0.049294267000000000,-0.016590359
10,25,726.857275813,-3.7381971200000000,36.04160314,-0.049585324,-0.00514307
10,26,726.8028639500000,-3.1057957700000000,37.6188349,-0.051759350000000000,-0.004273259000000000
10,27,726.8824051740000,-8.66659624,37.60639177,-0.051736566000000000,-0.011923097
10,28,726.68346811,-18.05826849,39.87989544,-0.054879149000000000,-0.024849714
10,29,726.858645508,-42.341143694000000,41.596833067,-0.057228375,-0.058253471000000000
10,30,727.1370706620000,-38.416429289,41.74381048,-0.05740692,-0.052820747000000000
10,31,726.934576668,4.5640077,35.801043953,-0.049251841,0.006281124
10,32,726.837263769,4.324404824,19.36350558,-0.026642453,0.005953521000000000
10,33,726.734778118,-4.01601283,28.88613288,-0.039746766,-0.005524273
10,34,726.7123445220000,-13.07426167,32.61455751,-0.044879487000000000,-0.0179921
10,35,726.8188625,-22.454922313,35.004997946,-0.048160934000000000,-0.030895454
10,36,726.9026819100000,-20.261032794,37.666173873,-0.051817574,-0.027871867
10,37,726.8315394800000,-19.667167244,35.4122761,-0.048721468000000000,-0.027058618
10,38,726.70453328,-20.54847826,39.38619313,-0.054197852,-0.028275928
10,39,726.88257187,-21.32439064,40.530471850000000,-0.05575926,-0.029336647
10,40,726.755038982,-11.36282854,35.80514948,-0.04926653,-0.0156347
10,41,726.7379774600000,-17.393373050000000,36.41243992,-0.05010383,-0.02393296
10,42,726.80581954,-16.743678490000000,39.97138963,-0.054996193,-0.023037276
10,43,726.81166016,-17.48513022,39.518814040000000,-0.054372838,-0.024057231000000000
10,44,726.86824033,-15.92239688,40.129963410000000,-0.055209085000000000,-0.021906141
10,45,726.56024858,-9.96633083,41.010236990000000,-0.056444653000000000,-0.013717131
10,46,726.76791322,-13.23339464,41.48880983,-0.05708684,-0.018208762
10,47,726.76318965,-17.016865720000000,40.23982654,-0.055368408,-0.023415115
10,48,726.75923335,-17.49118867,40.50484813,-0.055733469,-0.024067377
10,49,726.8310386100000,-20.68172264,40.12758324,-0.055209099000000000,-0.028454497
10,50,726.7215456700000,-17.66581236,40.13077428,-0.055222058,-0.024308308
10,51,726.70772338,-17.65890316,37.58248794,-0.051716065,-0.024299762000000000
10,52,727.1029104,-17.132025860000000,36.30568206,-0.049932161,-0.023562319000000000
10,53,725.73498107,-19.898577356,36.346091113,-0.050085761,-0.027419798
10,54,727.24571505,-20.472141637,34.708727252000000,-0.047728576000000000,-0.028146209
10,55,726.82231164,-29.713166892,37.004040387,-0.05091245,-0.040879546000000000
10,56,727.0538225800000,-35.69055985,36.9564866,-0.050830657,-0.049089125000000000
10,57,726.81129673,-32.40777813,33.22439584,-0.045709780000000000,-0.044587663
10,58,726.6220791100000,-21.57452467,33.353562579,-0.045902770000000000,-0.029689397
10,59,726.94475292,-25.81306672,35.628177433,-0.049010831000000000,-0.035508563
11,0,584.88902247,34.10621277,-15.367599390000000,0.026274407,0.058312182
11,1,584.93269454,35.622225969,-15.226866620000000,0.026031812000000000,0.060899672
11,2,584.9294867700000,36.242461899,-15.649613000000000,0.026754685000000000,0.061960436
11,3,584.8723016,34.0050395,-16.27192206,0.027821290000000000,0.058141072
11,4,584.94279537,35.341765341,-15.902820670000000,0.027186915,0.060419281
11,5,584.92753828,34.126604816,-15.77148466,0.026963203,0.058343156
11,6,584.8681600700000,36.007926072000000,-15.337851690000000,0.026224468,0.061565688
11,7,584.91742821,35.565153976000000,-16.19073812,0.027680373,0.060803701000000000
11,8,584.87236092,34.20505902,-16.85528588,0.028818760000000000,0.058482921
11,9,584.8434285800000,33.692186046,-16.51508856,0.028238422,0.057608396
11,10,584.8184292,30.05285225,-15.97954736,0.027323983,0.051388399
11,11,584.8488956800000,33.03689216,-17.09701866,0.029233423000000000,0.056488027
11,12,584.9414496100000,33.18134449,-17.355789380000000,0.029670936000000000,0.05672588
11,13,584.8531838100000,34.754098032,-17.11287175,0.029260056,0.059423563
11,14,584.87172351,34.053434258,-16.87779946,0.02885707,0.058223394
11,15,584.81425598,30.44606996,-16.82195191,0.028764598,0.052060974
11,16,584.8059021400000,31.85578344,-17.20116614,0.02941343,0.054472285
11,17,584.8537224000000,33.562520486000000,-16.82365831,0.028765631,0.057385926
11,18,584.92520183,32.92565331,-16.19307555,0.02768398,0.056290280000000000
11,19,584.8333334400000,32.97208584,-16.396300500000000,0.028035848000000000,0.056378559
11,20,584.93388546,34.375008157000000,-15.953206190000000,0.027273525,0.058767303
11,21,584.8910786800000,35.332176002,-16.64037411,0.028450284,0.060408074
